account_url,account_name,account_subscriber_count,june_drop,strike_number
https://www.facebook.com/groups/246785959867588,Albertans Against Excessive Lockdown,2008,-31%,58.0
https://www.facebook.com/groups/357402078536441,Reopen Washington State - #ReopenWA,7548,-79%,47.0
https://www.facebook.com/groups/3247348058642730,Glorious And Free,7268,18%,98.0
https://www.facebook.com/groups/282967603146622,Wake Up Australia,20148,,86.0
https://www.facebook.com/groups/546415315738993,Forbidden Knowledge News,16273,-83%,46.0
https://www.facebook.com/groups/290998502278141,99% Unite Worldwide,20332,,135.0
https://www.facebook.com/groups/1140218829669777,"Fauci , Gates & Soros  to prison worldwide Resistance",9362,-35%,89.0
https://www.facebook.com/groups/964155617255581,Hold Trudeau Accountable Group,12216,-73%,47.0
https://www.facebook.com/1483323715310062,THE REPUBLIC OF WESTERN CANADA PUBLIC INTEREST,11839,-88%,55.0
https://www.facebook.com/groups/347341572523774,United Conservatives For America,9549,-78%,48.0
https://www.facebook.com/1988519967854482,"The ""Real"" Trump Army",12257,-76%,69.0
https://www.facebook.com/groups/239099360798212,Plandemic (Fake Pandemic),9015,-42%,57.0
https://www.facebook.com/groups/291686185301,Chemtrails Global Skywatch,192487,-86%,176.0
https://www.facebook.com/groups/1250734815048111,FOX NEWS with Tucker Carlson,37925,-83%,118.0
https://www.facebook.com/groups/175105516198463,The William Tell Project,16816,-48%,51.0
https://www.facebook.com/groups/234070164617125,#ReOpenOC,14546,-73%,62.0
https://www.facebook.com/1081465575207361,THE TRUMPERS!!!,66677,-89%,58.0
https://www.facebook.com/groups/831694823850817,Restore Liability For The Vaccine Makers,10853,4%,110.0
https://www.facebook.com/groups/845525742466504,CANDACE OWENS FAN CLUB,27231,-67%,53.0
https://www.facebook.com/groups/1612798628867653,End the Lockdown Ireland,16554,-55%,105.0
https://www.facebook.com/groups/1790005637805052,NO MORE LOCKDOWNS,2861,-37%,73.0
https://www.facebook.com/groups/2893268984072027,Exposing the truth & NWO (for the woke & the open/curious minded people),7121,-40%,57.0
